Grade;first_exam;second_exam;total;exam_year;exam_semester;exam_number;course;degree
3,0;0;3;3;2015;Wintersemester;333221002;Auktionen und Märkte;Bachelor
3,3;1;2;3;2015;Wintersemester;333221002;Auktionen und Märkte;Bachelor
3,7;1;2;3;2015;Wintersemester;333221002;Auktionen und Märkte;Bachelor
4,0;0;0;0;2015;Wintersemester;333221002;Auktionen und Märkte;Bachelor
5,0;9;8;17;2015;Wintersemester;333221002;Auktionen und Märkte;Bachelor
1,0;0;2;2;2015;Wintersemester;333221004;Außenwirtschaft;Bachelor
1,3;0;0;0;2015;Wintersemester;333221004;Außenwirtschaft;Bachelor
1,7;1;1;2;2015;Wintersemester;333221004;Außenwirtschaft;Bachelor
2,0;0;0;0;2015;Wintersemester;333221004;Außenwirtschaft;Bachelor
2,3;0;1;1;2015;Wintersemester;333221004;Außenwirtschaft;Bachelor
2,7;1;2;3;2015;Wintersemester;333221004;Außenwirtschaft;Bachelor
3,0;0;1;1;2015;Wintersemester;333221004;Außenwirtschaft;Bachelor
3,3;1;2;3;2015;Wintersemester;333221004;Außenwirtschaft;Bachelor
3,7;1;0;1;2015;Wintersemester;333221004;Außenwirtschaft;Bachelor
4,0;1;1;2;2015;Wintersemester;333221004;Außenwirtschaft;Bachelor
5,0;3;3;6;2015;Wintersemester;333221004;Außenwirtschaft;Bachelor
1,0;2;3;5;2015;Wintersemester;333221005;Geldtheorie und Geldpolitik;Bachelor
1,3;0;0;0;2015;Wintersemester;333221005;Geldtheorie und Geldpolitik;Bachelor
1,7;1;4;5;2015;Wintersemester;333221005;Geldtheorie und Geldpolitik;Bachelor
2,0;2;1;3;2015;Wintersemester;333221005;Geldtheorie und Geldpolitik;Bachelor
2,3;2;3;5;2015;Wintersemester;333221005;Geldtheorie und Geldpolitik;Bachelor
2,7;1;3;4;2015;Wintersemester;333221005;Geldtheorie und Geldpolitik;Bachelor
3,0;1;1;2;2015;Wintersemester;333221005;Geldtheorie und Geldpolitik;Bachelor
3,3;0;0;0;2015;Wintersemester;333221005;Geldtheorie und Geldpolitik;Bachelor
3,7;1;1;2;2015;Wintersemester;333221005;Geldtheorie und Geldpolitik;Bachelor
4,0;1;2;3;2015;Wintersemester;333221005;Geldtheorie und Geldpolitik;Bachelor
5,0;5;7;12;2015;Wintersemester;333221005;Geldtheorie und Geldpolitik;Bachelor
1,0;2;2;4;2015;Wintersemester;333221006;Ökonomik des Wohlfahrtsstaates;Bachelor
1,3;1;0;1;2015;Wintersemester;333221006;Ökonomik des Wohlfahrtsstaates;Bachelor
1,7;0;0;0;2015;Wintersemester;333221006;Ökonomik des Wohlfahrtsstaates;Bachelor
2,0;1;0;1;2015;Wintersemester;333221006;Ökonomik des Wohlfahrtsstaates;Bachelor
2,3;2;0;2;2015;Wintersemester;333221006;Ökonomik des Wohlfahrtsstaates;Bachelor
2,7;0;3;3;2015;Wintersemester;333221006;Ökonomik des Wohlfahrtsstaates;Bachelor
3,0;0;2;2;2015;Wintersemester;333221006;Ökonomik des Wohlfahrtsstaates;Bachelor
3,3;2;0;2;2015;Wintersemester;333221006;Ökonomik des Wohlfahrtsstaates;Bachelor
3,7;0;0;0;2015;Wintersemester;333221006;Ökonomik des Wohlfahrtsstaates;Bachelor
4,0;1;5;6;2015;Wintersemester;333221006;Ökonomik des Wohlfahrtsstaates;Bachelor
5,0;8;12;20;2015;Wintersemester;333221006;Ökonomik des Wohlfahrtsstaates;Bachelor
1,0;0;0;0;2015;Wintersemester;333221012;Umweltökonomik;Bachelor
1,3;1;0;1;2015;Wintersemester;333221012;Umweltökonomik;Bachelor
1,7;2;0;2;2015;Wintersemester;333221012;Umweltökonomik;Bachelor
2,0;1;1;2;2015;Wintersemester;333221012;Umweltökonomik;Bachelor
2,3;0;0;0;2015;Wintersemester;333221012;Umweltökonomik;Bachelor
2,7;2;1;3;2015;Wintersemester;333221012;Umweltökonomik;Bachelor
3,0;1;1;2;2015;Wintersemester;333221012;Umweltökonomik;Bachelor
3,3;3;1;4;2015;Wintersemester;333221012;Umweltökonomik;Bachelor
3,7;1;0;1;2015;Wintersemester;333221012;Umweltökonomik;Bachelor
4,0;1;2;3;2015;Wintersemester;333221012;Umweltökonomik;Bachelor
5,0;3;14;17;2015;Wintersemester;333221012;Umweltökonomik;Bachelor
1,0;4;2;6;2015;Wintersemester;333221017;Vertragstheorie;Bachelor
1,3;12;2;14;2015;Wintersemester;333221017;Vertragstheorie;Bachelor
1,7;12;9;21;2015;Wintersemester;333221017;Vertragstheorie;Bachelor
2,0;4;2;6;2015;Wintersemester;333221017;Vertragstheorie;Bachelor
2,3;8;10;18;2015;Wintersemester;333221017;Vertragstheorie;Bachelor
2,7;10;5;15;2015;Wintersemester;333221017;Vertragstheorie;Bachelor
3,0;4;3;7;2015;Wintersemester;333221017;Vertragstheorie;Bachelor
3,3;0;3;3;2015;Wintersemester;333221017;Vertragstheorie;Bachelor
3,7;1;4;5;2015;Wintersemester;333221017;Vertragstheorie;Bachelor
4,0;1;2;3;2015;Wintersemester;333221017;Vertragstheorie;Bachelor
5,0;42;51;93;2015;Wintersemester;333221017;Vertragstheorie;Bachelor
1,0;6;4;10;2015;Wintersemester;333221020;Verhaltensökonomik;Bachelor
1,3;6;3;9;2015;Wintersemester;333221020;Verhaltensökonomik;Bachelor
1,7;0;4;4;2015;Wintersemester;333221020;Verhaltensökonomik;Bachelor
2,0;5;4;9;2015;Wintersemester;333221020;Verhaltensökonomik;Bachelor
2,3;6;8;14;2015;Wintersemester;333221020;Verhaltensökonomik;Bachelor
2,7;9;11;20;2015;Wintersemester;333221020;Verhaltensökonomik;Bachelor
3,0;2;3;5;2015;Wintersemester;333221020;Verhaltensökonomik;Bachelor
3,3;3;7;10;2015;Wintersemester;333221020;Verhaltensökonomik;Bachelor
3,7;4;3;7;2015;Wintersemester;333221020;Verhaltensökonomik;Bachelor
4,0;5;3;8;2015;Wintersemester;333221020;Verhaltensökonomik;Bachelor
5,0;27;22;49;2015;Wintersemester;333221020;Verhaltensökonomik;Bachelor
1,0;2;2;4;2015;Wintersemester;333222001;Internationale Bankleistungen;Bachelor
1,3;0;0;0;2015;Wintersemester;333222001;Internationale Bankleistungen;Bachelor
1,7;1;0;1;2015;Wintersemester;333222001;Internationale Bankleistungen;Bachelor
2,0;0;1;1;2015;Wintersemester;333222001;Internationale Bankleistungen;Bachelor
2,3;1;0;1;2015;Wintersemester;333222001;Internationale Bankleistungen;Bachelor
2,7;1;1;2;2015;Wintersemester;333222001;Internationale Bankleistungen;Bachelor
3,0;1;0;1;2015;Wintersemester;333222001;Internationale Bankleistungen;Bachelor
3,3;0;0;0;2015;Wintersemester;333222001;Internationale Bankleistungen;Bachelor
3,7;4;0;4;2015;Wintersemester;333222001;Internationale Bankleistungen;Bachelor
4,0;1;0;1;2015;Wintersemester;333222001;Internationale Bankleistungen;Bachelor
5,0;14;13;27;2015;Wintersemester;333222001;Internationale Bankleistungen;Bachelor
1,0;7;2;9;2015;Wintersemester;333222005;Kostenmanagement und Kostenrechnung;Bachelor
1,3;8;1;9;2015;Wintersemester;333222005;Kostenmanagement und Kostenrechnung;Bachelor
1,7;3;1;4;2015;Wintersemester;333222005;Kostenmanagement und Kostenrechnung;Bachelor
2,0;4;2;6;2015;Wintersemester;333222005;Kostenmanagement und Kostenrechnung;Bachelor
2,3;1;4;5;2015;Wintersemester;333222005;Kostenmanagement und Kostenrechnung;Bachelor
2,7;1;3;4;2015;Wintersemester;333222005;Kostenmanagement und Kostenrechnung;Bachelor
3,0;2;7;9;2015;Wintersemester;333222005;Kostenmanagement und Kostenrechnung;Bachelor
3,3;1;4;5;2015;Wintersemester;333222005;Kostenmanagement und Kostenrechnung;Bachelor
3,7;2;3;5;2015;Wintersemester;333222005;Kostenmanagement und Kostenrechnung;Bachelor
4,0;0;2;2;2015;Wintersemester;333222005;Kostenmanagement und Kostenrechnung;Bachelor
5,0;8;14;22;2015;Wintersemester;333222005;Kostenmanagement und Kostenrechnung;Bachelor
1,0;1;0;1;2015;Wintersemester;333222009;Unternehmensbilanzen und Unternehmensbewertung;Bachelor
1,3;2;0;2;2015;Wintersemester;333222009;Unternehmensbilanzen und Unternehmensbewertung;Bachelor
1,7;0;0;0;2015;Wintersemester;333222009;Unternehmensbilanzen und Unternehmensbewertung;Bachelor
2,0;5;1;6;2015;Wintersemester;333222009;Unternehmensbilanzen und Unternehmensbewertung;Bachelor
2,3;4;1;5;2015;Wintersemester;333222009;Unternehmensbilanzen und Unternehmensbewertung;Bachelor
2,7;0;1;1;2015;Wintersemester;333222009;Unternehmensbilanzen und Unternehmensbewertung;Bachelor
3,0;1;1;2;2015;Wintersemester;333222009;Unternehmensbilanzen und Unternehmensbewertung;Bachelor
3,3;1;0;1;2015;Wintersemester;333222009;Unternehmensbilanzen und Unternehmensbewertung;Bachelor
3,7;0;2;2;2015;Wintersemester;333222009;Unternehmensbilanzen und Unternehmensbewertung;Bachelor
4,0;0;1;1;2015;Wintersemester;333222009;Unternehmensbilanzen und Unternehmensbewertung;Bachelor
5,0;6;5;11;2015;Wintersemester;333222009;Unternehmensbilanzen und Unternehmensbewertung;Bachelor
1,0;1;4;5;2015;Wintersemester;333222011;Empirical Corporate Finance;Bachelor
1,3;5;4;9;2015;Wintersemester;333222011;Empirical Corporate Finance;Bachelor
1,7;3;0;3;2015;Wintersemester;333222011;Empirical Corporate Finance;Bachelor
2,0;3;3;6;2015;Wintersemester;333222011;Empirical Corporate Finance;Bachelor
2,3;2;2;4;2015;Wintersemester;333222011;Empirical Corporate Finance;Bachelor
2,7;4;1;5;2015;Wintersemester;333222011;Empirical Corporate Finance;Bachelor
3,0;0;2;2;2015;Wintersemester;333222011;Empirical Corporate Finance;Bachelor
3,3;0;1;1;2015;Wintersemester;333222011;Empirical Corporate Finance;Bachelor
3,7;0;0;0;2015;Wintersemester;333222011;Empirical Corporate Finance;Bachelor
4,0;0;0;0;2015;Wintersemester;333222011;Empirical Corporate Finance;Bachelor
5,0;2;4;6;2015;Wintersemester;333222011;Empirical Corporate Finance;Bachelor
1,0;3;1;4;2015;Wintersemester;333223001;Angewandte Ökonometrie;Bachelor
1,3;4;0;4;2015;Wintersemester;333223001;Angewandte Ökonometrie;Bachelor
1,7;5;0;5;2015;Wintersemester;333223001;Angewandte Ökonometrie;Bachelor
2,0;1;1;2;2015;Wintersemester;333223001;Angewandte Ökonometrie;Bachelor
2,3;3;1;4;2015;Wintersemester;333223001;Angewandte Ökonometrie;Bachelor
2,7;1;0;1;2015;Wintersemester;333223001;Angewandte Ökonometrie;Bachelor
3,0;1;1;2;2015;Wintersemester;333223001;Angewandte Ökonometrie;Bachelor
3,3;0;0;0;2015;Wintersemester;333223001;Angewandte Ökonometrie;Bachelor
3,7;1;0;1;2015;Wintersemester;333223001;Angewandte Ökonometrie;Bachelor
4,0;0;0;0;2015;Wintersemester;333223001;Angewandte Ökonometrie;Bachelor
5,0;0;4;4;2015;Wintersemester;333223001;Angewandte Ökonometrie;Bachelor
1,0;;;0;2015;Wintersemester;333223002;Multivariate Statistik;Bachelor
1,3;;;2;2015;Wintersemester;333223002;Multivariate Statistik;Bachelor
1,7;;;2;2015;Wintersemester;333223002;Multivariate Statistik;Bachelor
2,0;;;2;2015;Wintersemester;333223002;Multivariate Statistik;Bachelor
2,3;;;2;2015;Wintersemester;333223002;Multivariate Statistik;Bachelor
2,7;;;0;2015;Wintersemester;333223002;Multivariate Statistik;Bachelor
3,0;;;0;2015;Wintersemester;333223002;Multivariate Statistik;Bachelor
3,3;;;1;2015;Wintersemester;333223002;Multivariate Statistik;Bachelor
3,7;;;1;2015;Wintersemester;333223002;Multivariate Statistik;Bachelor
4,0;;;0;2015;Wintersemester;333223002;Multivariate Statistik;Bachelor
5,0;;;0;2015;Wintersemester;333223002;Multivariate Statistik;Bachelor
1,0;5;8;13;2015;Wintersemester;332210001;Mathematics for Economists;Master
1,3;3;4;7;2015;Wintersemester;332210001;Mathematics for Economists;Master
1,7;4;2;6;2015;Wintersemester;332210001;Mathematics for Economists;Master
2,0;7;6;13;2015;Wintersemester;332210001;Mathematics for Economists;Master
2,3;15;7;22;2015;Wintersemester;332210001;Mathematics for Economists;Master
2,7;9;9;18;2015;Wintersemester;332210001;Mathematics for Economists;Master
3,0;8;8;16;2015;Wintersemester;332210001;Mathematics for Economists;Master
3,3;14;8;22;2015;Wintersemester;332210001;Mathematics for Economists;Master
3,7;10;5;15;2015;Wintersemester;332210001;Mathematics for Economists;Master
4,0;7;5;12;2015;Wintersemester;332210001;Mathematics for Economists;Master
5,0;10;17;27;2015;Wintersemester;332210001;Mathematics for Economists;Master
1,0;3;3;6;2015;Wintersemester;332210002;Microeconomics;Master
1,3;5;3;8;2015;Wintersemester;332210002;Microeconomics;Master
1,7;5;7;12;2015;Wintersemester;332210002;Microeconomics;Master
2,0;5;10;15;2015;Wintersemester;332210002;Microeconomics;Master
2,3;11;9;20;2015;Wintersemester;332210002;Microeconomics;Master
2,7;11;3;14;2015;Wintersemester;332210002;Microeconomics;Master
3,0;8;4;12;2015;Wintersemester;332210002;Microeconomics;Master
3,3;2;5;7;2015;Wintersemester;332210002;Microeconomics;Master
3,7;2;6;8;2015;Wintersemester;332210002;Microeconomics;Master
4,0;4;3;7;2015;Wintersemester;332210002;Microeconomics;Master
5,0;11;6;17;2015;Wintersemester;332210002;Microeconomics;Master
1,0;0;1;1;2015;Wintersemester;332210003;Macroeconomics;Master
1,3;3;7;10;2015;Wintersemester;332210003;Macroeconomics;Master
1,7;5;8;13;2015;Wintersemester;332210003;Macroeconomics;Master
2,0;13;11;24;2015;Wintersemester;332210003;Macroeconomics;Master
2,3;8;7;15;2015;Wintersemester;332210003;Macroeconomics;Master
2,7;10;7;17;2015;Wintersemester;332210003;Macroeconomics;Master
3,0;6;3;9;2015;Wintersemester;332210003;Macroeconomics;Master
3,3;3;5;8;2015;Wintersemester;332210003;Macroeconomics;Master
3,7;4;1;5;2015;Wintersemester;332210003;Macroeconomics;Master
4,0;6;7;13;2015;Wintersemester;332210003;Macroeconomics;Master
5,0;10;14;24;2015;Wintersemester;332210003;Macroeconomics;Master
1,0;4;14;18;2015;Wintersemester;332210004;Finance;Master
1,3;4;3;7;2015;Wintersemester;332210004;Finance;Master
1,7;4;5;9;2015;Wintersemester;332210004;Finance;Master
2,0;6;4;10;2015;Wintersemester;332210004;Finance;Master
2,3;2;2;4;2015;Wintersemester;332210004;Finance;Master
2,7;1;1;2;2015;Wintersemester;332210004;Finance;Master
3,0;2;1;3;2015;Wintersemester;332210004;Finance;Master
3,3;3;2;5;2015;Wintersemester;332210004;Finance;Master
3,7;3;0;3;2015;Wintersemester;332210004;Finance;Master
4,0;5;0;5;2015;Wintersemester;332210004;Finance;Master
5,0;8;7;15;2015;Wintersemester;332210004;Finance;Master
1,0;5;5;10;2015;Wintersemester;332210005;Econometrics;Master
1,3;6;12;18;2015;Wintersemester;332210005;Econometrics;Master
1,7;4;4;8;2015;Wintersemester;332210005;Econometrics;Master
2,0;11;6;17;2015;Wintersemester;332210005;Econometrics;Master
2,3;10;3;13;2015;Wintersemester;332210005;Econometrics;Master
2,7;5;8;13;2015;Wintersemester;332210005;Econometrics;Master
3,0;3;8;11;2015;Wintersemester;332210005;Econometrics;Master
3,3;8;3;11;2015;Wintersemester;332210005;Econometrics;Master
3,7;5;7;12;2015;Wintersemester;332210005;Econometrics;Master
4,0;4;5;9;2015;Wintersemester;332210005;Econometrics;Master
5,0;9;22;31;2015;Wintersemester;332210005;Econometrics;Master
1,0;;;0;2015;Wintersemester;332221007;Mechanism Design and Social Choice;Master
1,3;;;0;2015;Wintersemester;332221007;Mechanism Design and Social Choice;Master
1,7;;;0;2015;Wintersemester;332221007;Mechanism Design and Social Choice;Master
2,0;;;1;2015;Wintersemester;332221007;Mechanism Design and Social Choice;Master
2,3;;;2;2015;Wintersemester;332221007;Mechanism Design and Social Choice;Master
2,7;;;0;2015;Wintersemester;332221007;Mechanism Design and Social Choice;Master
3,0;;;1;2015;Wintersemester;332221007;Mechanism Design and Social Choice;Master
3,3;;;0;2015;Wintersemester;332221007;Mechanism Design and Social Choice;Master
3,7;;;0;2015;Wintersemester;332221007;Mechanism Design and Social Choice;Master
4,0;;;0;2015;Wintersemester;332221007;Mechanism Design and Social Choice;Master
5,0;;;2;2015;Wintersemester;332221007;Mechanism Design and Social Choice;Master
1,0;2;;2;2015;Wintersemester;332221050;Projektmodul in Microeconomic Theory;Master
1,3;3;;3;2015;Wintersemester;332221050;Projektmodul in Microeconomic Theory;Master
1,7;3;;3;2015;Wintersemester;332221050;Projektmodul in Microeconomic Theory;Master
2,0;4;;4;2015;Wintersemester;332221050;Projektmodul in Microeconomic Theory;Master
2,3;0;;0;2015;Wintersemester;332221050;Projektmodul in Microeconomic Theory;Master
2,7;1;;1;2015;Wintersemester;332221050;Projektmodul in Microeconomic Theory;Master
3,0;0;;0;2015;Wintersemester;332221050;Projektmodul in Microeconomic Theory;Master
3,3;0;;0;2015;Wintersemester;332221050;Projektmodul in Microeconomic Theory;Master
3,7;0;;0;2015;Wintersemester;332221050;Projektmodul in Microeconomic Theory;Master
4,0;0;;0;2015;Wintersemester;332221050;Projektmodul in Microeconomic Theory;Master
5,0;0;;0;2015;Wintersemester;332221050;Projektmodul in Microeconomic Theory;Master
1,0;;;3;2015;Wintersemester;332222008;Labor and Population Economics;Master
1,3;;;6;2015;Wintersemester;332222008;Labor and Population Economics;Master
1,7;;;2;2015;Wintersemester;332222008;Labor and Population Economics;Master
2,0;;;0;2015;Wintersemester;332222008;Labor and Population Economics;Master
2,3;;;1;2015;Wintersemester;332222008;Labor and Population Economics;Master
2,7;;;0;2015;Wintersemester;332222008;Labor and Population Economics;Master
3,0;;;0;2015;Wintersemester;332222008;Labor and Population Economics;Master
3,3;;;0;2015;Wintersemester;332222008;Labor and Population Economics;Master
3,7;;;0;2015;Wintersemester;332222008;Labor and Population Economics;Master
4,0;;;0;2015;Wintersemester;332222008;Labor and Population Economics;Master
5,0;;;0;2015;Wintersemester;332222008;Labor and Population Economics;Master
1,0;;;0;2015;Wintersemester;332222020;Growth and Development Economics;Master
1,3;;;2;2015;Wintersemester;332222020;Growth and Development Economics;Master
1,7;;;3;2015;Wintersemester;332222020;Growth and Development Economics;Master
2,0;;;1;2015;Wintersemester;332222020;Growth and Development Economics;Master
2,3;;;2;2015;Wintersemester;332222020;Growth and Development Economics;Master
2,7;;;0;2015;Wintersemester;332222020;Growth and Development Economics;Master
3,0;;;0;2015;Wintersemester;332222020;Growth and Development Economics;Master
3,3;;;1;2015;Wintersemester;332222020;Growth and Development Economics;Master
3,7;;;0;2015;Wintersemester;332222020;Growth and Development Economics;Master
4,0;;;0;2015;Wintersemester;332222020;Growth and Development Economics;Master
5,0;;;0;2015;Wintersemester;332222020;Growth and Development Economics;Master
1,0;1;;1;2015;Wintersemester;332222050;Projektmodul in Macroeconomics and Public Economics;Master
1,3;3;;3;2015;Wintersemester;332222050;Projektmodul in Macroeconomics and Public Economics;Master
1,7;1;;1;2015;Wintersemester;332222050;Projektmodul in Macroeconomics and Public Economics;Master
2,0;1;;1;2015;Wintersemester;332222050;Projektmodul in Macroeconomics and Public Economics;Master
2,3;0;;0;2015;Wintersemester;332222050;Projektmodul in Macroeconomics and Public Economics;Master
2,7;0;;0;2015;Wintersemester;332222050;Projektmodul in Macroeconomics and Public Economics;Master
3,0;1;;1;2015;Wintersemester;332222050;Projektmodul in Macroeconomics and Public Economics;Master
3,3;0;;0;2015;Wintersemester;332222050;Projektmodul in Macroeconomics and Public Economics;Master
3,7;0;;0;2015;Wintersemester;332222050;Projektmodul in Macroeconomics and Public Economics;Master
4,0;0;;0;2015;Wintersemester;332222050;Projektmodul in Macroeconomics and Public Economics;Master
5,0;0;;0;2015;Wintersemester;332222050;Projektmodul in Macroeconomics and Public Economics;Master
1,0;;;2;2015;Wintersemester;332223015;Managerial Accounting;Master
1,3;;;2;2015;Wintersemester;332223015;Managerial Accounting;Master
1,7;;;1;2015;Wintersemester;332223015;Managerial Accounting;Master
2,0;;;1;2015;Wintersemester;332223015;Managerial Accounting;Master
2,3;;;0;2015;Wintersemester;332223015;Managerial Accounting;Master
2,7;;;0;2015;Wintersemester;332223015;Managerial Accounting;Master
3,0;;;0;2015;Wintersemester;332223015;Managerial Accounting;Master
3,3;;;0;2015;Wintersemester;332223015;Managerial Accounting;Master
3,7;;;0;2015;Wintersemester;332223015;Managerial Accounting;Master
4,0;;;0;2015;Wintersemester;332223015;Managerial Accounting;Master
5,0;;;3;2015;Wintersemester;332223015;Managerial Accounting;Master
1,0;;;0;2015;Wintersemester;332223016;Industrial Organization;Master
1,3;;;2;2015;Wintersemester;332223016;Industrial Organization;Master
1,7;;;2;2015;Wintersemester;332223016;Industrial Organization;Master
2,0;;;2;2015;Wintersemester;332223016;Industrial Organization;Master
2,3;;;1;2015;Wintersemester;332223016;Industrial Organization;Master
2,7;;;1;2015;Wintersemester;332223016;Industrial Organization;Master
3,0;;;0;2015;Wintersemester;332223016;Industrial Organization;Master
3,3;;;0;2015;Wintersemester;332223016;Industrial Organization;Master
3,7;;;0;2015;Wintersemester;332223016;Industrial Organization;Master
4,0;;;0;2015;Wintersemester;332223016;Industrial Organization;Master
5,0;;;0;2015;Wintersemester;332223016;Industrial Organization;Master
1,0;2;1;3;2015;Wintersemester;332223022;Economics and Psychology;Master
1,3;0;2;2;2015;Wintersemester;332223022;Economics and Psychology;Master
1,7;1;0;1;2015;Wintersemester;332223022;Economics and Psychology;Master
2,0;1;1;2;2015;Wintersemester;332223022;Economics and Psychology;Master
2,3;0;1;1;2015;Wintersemester;332223022;Economics and Psychology;Master
2,7;1;0;1;2015;Wintersemester;332223022;Economics and Psychology;Master
3,0;0;0;0;2015;Wintersemester;332223022;Economics and Psychology;Master
3,3;0;0;0;2015;Wintersemester;332223022;Economics and Psychology;Master
3,7;0;0;0;2015;Wintersemester;332223022;Economics and Psychology;Master
4,0;0;0;0;2015;Wintersemester;332223022;Economics and Psychology;Master
5,0;1;2;3;2015;Wintersemester;332223022;Economics and Psychology;Master
1,0;;0;0;2015;Wintersemester;332223026;Effective Programming Practices for Economists;Master
1,3;;4;4;2015;Wintersemester;332223026;Effective Programming Practices for Economists;Master
1,7;;3;3;2015;Wintersemester;332223026;Effective Programming Practices for Economists;Master
2,0;;0;0;2015;Wintersemester;332223026;Effective Programming Practices for Economists;Master
2,3;;0;0;2015;Wintersemester;332223026;Effective Programming Practices for Economists;Master
2,7;;0;0;2015;Wintersemester;332223026;Effective Programming Practices for Economists;Master
3,0;;0;0;2015;Wintersemester;332223026;Effective Programming Practices for Economists;Master
3,3;;0;0;2015;Wintersemester;332223026;Effective Programming Practices for Economists;Master
3,7;;0;0;2015;Wintersemester;332223026;Effective Programming Practices for Economists;Master
4,0;;0;0;2015;Wintersemester;332223026;Effective Programming Practices for Economists;Master
5,0;;0;0;2015;Wintersemester;332223026;Effective Programming Practices for Economists;Master
1,0;1;;1;2015;Wintersemester;332223050;Projektmodul in Management and Applied Microeconomics;Master
1,3;2;;2;2015;Wintersemester;332223050;Projektmodul in Management and Applied Microeconomics;Master
1,7;6;;6;2015;Wintersemester;332223050;Projektmodul in Management and Applied Microeconomics;Master
2,0;2;;2;2015;Wintersemester;332223050;Projektmodul in Management and Applied Microeconomics;Master
2,3;0;;0;2015;Wintersemester;332223050;Projektmodul in Management and Applied Microeconomics;Master
2,7;0;;0;2015;Wintersemester;332223050;Projektmodul in Management and Applied Microeconomics;Master
3,0;0;;0;2015;Wintersemester;332223050;Projektmodul in Management and Applied Microeconomics;Master
3,3;0;;0;2015;Wintersemester;332223050;Projektmodul in Management and Applied Microeconomics;Master
3,7;0;;0;2015;Wintersemester;332223050;Projektmodul in Management and Applied Microeconomics;Master
4,0;0;;0;2015;Wintersemester;332223050;Projektmodul in Management and Applied Microeconomics;Master
5,0;0;;0;2015;Wintersemester;332223050;Projektmodul in Management and Applied Microeconomics;Master
1,0;;;3;2015;Wintersemester;332224027;Corporate Finance;Master
1,3;;;2;2015;Wintersemester;332224027;Corporate Finance;Master
1,7;;;2;2015;Wintersemester;332224027;Corporate Finance;Master
2,0;;;0;2015;Wintersemester;332224027;Corporate Finance;Master
2,3;;;0;2015;Wintersemester;332224027;Corporate Finance;Master
2,7;;;0;2015;Wintersemester;332224027;Corporate Finance;Master
3,0;;;0;2015;Wintersemester;332224027;Corporate Finance;Master
3,3;;;0;2015;Wintersemester;332224027;Corporate Finance;Master
3,7;;;0;2015;Wintersemester;332224027;Corporate Finance;Master
4,0;;;0;2015;Wintersemester;332224027;Corporate Finance;Master
5,0;;;1;2015;Wintersemester;332224027;Corporate Finance;Master
1,0;2;;2;2015;Wintersemester;332224050;Projektmodul in Financial Economics;Master
1,3;2;;2;2015;Wintersemester;332224050;Projektmodul in Financial Economics;Master
1,7;6;;6;2015;Wintersemester;332224050;Projektmodul in Financial Economics;Master
2,0;4;;4;2015;Wintersemester;332224050;Projektmodul in Financial Economics;Master
2,3;1;;1;2015;Wintersemester;332224050;Projektmodul in Financial Economics;Master
2,7;3;;3;2015;Wintersemester;332224050;Projektmodul in Financial Economics;Master
3,0;0;;0;2015;Wintersemester;332224050;Projektmodul in Financial Economics;Master
3,3;0;;0;2015;Wintersemester;332224050;Projektmodul in Financial Economics;Master
3,7;0;;0;2015;Wintersemester;332224050;Projektmodul in Financial Economics;Master
4,0;0;;0;2015;Wintersemester;332224050;Projektmodul in Financial Economics;Master
5,0;0;;0;2015;Wintersemester;332224050;Projektmodul in Financial Economics;Master
1,0;;;2;2015;Wintersemester;332225033;Computational Statistics;Master
1,3;;;1;2015;Wintersemester;332225033;Computational Statistics;Master
1,7;;;2;2015;Wintersemester;332225033;Computational Statistics;Master
2,0;;;1;2015;Wintersemester;332225033;Computational Statistics;Master
2,3;;;0;2015;Wintersemester;332225033;Computational Statistics;Master
2,7;;;0;2015;Wintersemester;332225033;Computational Statistics;Master
3,0;;;0;2015;Wintersemester;332225033;Computational Statistics;Master
3,3;;;0;2015;Wintersemester;332225033;Computational Statistics;Master
3,7;;;0;2015;Wintersemester;332225033;Computational Statistics;Master
4,0;;;0;2015;Wintersemester;332225033;Computational Statistics;Master
5,0;;;0;2015;Wintersemester;332225033;Computational Statistics;Master
1,0;10;8;18;2014;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
1,3;25;8;33;2014;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
1,7;24;6;30;2014;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
2,0;29;9;38;2014;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
2,3;19;4;23;2014;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
2,7;22;8;30;2014;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
3,0;18;6;24;2014;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
3,3;24;8;32;2014;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
3,7;18;1;19;2014;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
4,0;16;6;22;2014;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
5,0;33;15;48;2014;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
1,0;10;12;22;2014;Wintersemester;333210003;Grundzüge der BWL: Einführung in die Theorie der Unternehmung;Bachelor
